marks_test1,marks_test2,experience,tutor_rating,improvement_pct
0.6031746031746031,0.4487179487179487,0.875,0.8192090395480225,8.771929824561402
0.5555555555555555,0.5769230769230769,0.75,0.5310734463276838,-5.970149253731343
0.6825396825396824,0.6923076923076923,0.375,0.8361581920903958,0.0
0.39682539682539686,0.423076923076923,0.875,0.4576271186440679,3.6363636363636362
0.11111111111111105,0.2435897435897436,0.875,0.8192090395480225,7.317073170731707
0.7460317460317459,0.7948717948717948,0.375,0.4406779661016951,-7.142857142857142
0.031746031746031744,0.14102564102564102,0.875,0.8192090395480225,21.21212121212121
0.9841269841269841,0.8846153846153845,0.0,0.10169491525423746,4.395604395604396
0.9206349206349206,0.8846153846153845,0.25,0.0,1.098901098901099
0.9682539682539683,0.8589743589743589,0.375,0.8361581920903958,-2.247191011235955
0.7936507936507936,0.6794871794871794,1.0,0.14689265536723184,-6.666666666666667
0.015873015873015872,0.0641025641025641,0.375,0.4406779661016951,7.4074074074074066
0.2857142857142857,0.34615384615384615,1.0,0.14689265536723184,18.367346938775512
0.365079365079365,0.41025641025641024,1.0,0.14689265536723184,-1.8518518518518516
0.2857142857142857,0.3846153846153846,0.625,0.26553672316384214,5.769230769230769
0.7777777777777778,0.782051282051282,0.25,0.0,-8.433734939759036
0.5714285714285713,0.5512820512820512,0.0,0.10169491525423746,0.0
0.5555555555555555,0.5641025641025641,0.875,0.8192090395480225,6.0606060606060606
0.9523809523809522,0.9102564102564102,0.625,0.26553672316384214,-5.376344086021505
0.9206349206349206,0.7564102564102563,0.25,0.0,-4.938271604938271
0.46031746031746035,0.5512820512820512,0.875,0.4576271186440679,7.6923076923076925
0.7142857142857143,0.6538461538461539,1.0,1.0,4.10958904109589
0.9841269841269841,0.8333333333333334,1.0,1.0,-3.4482758620689653
0.492063492063492,0.423076923076923,1.0,0.14689265536723184,10.909090909090908
0.6031746031746031,0.641025641025641,0.0,0.10169491525423746,-5.555555555555555
0.6984126984126983,0.6282051282051282,0.25,0.0,-1.4084507042253522
0.9682539682539683,0.923076923076923,0.0,0.10169491525423746,-9.574468085106384
0.11111111111111105,0.14102564102564102,1.0,0.14689265536723184,9.090909090909092
0.46031746031746035,0.46153846153846156,1.0,0.14689265536723184,-5.172413793103448
0.12698412698412698,0.17948717948717946,0.875,0.4576271186440679,0.0
0.0,0.23076923076923073,0.75,0.5310734463276838,12.5
0.9682539682539683,0.8589743589743589,0.875,0.4576271186440679,10.112359550561797
0.5238095238095238,0.5256410256410257,0.25,0.0,4.761904761904762
0.365079365079365,0.4358974358974359,0.0,0.10169491525423746,16.071428571428573
0.6666666666666666,0.6538461538461539,1.0,1.0,-5.47945205479452
0.09523809523809523,0.1923076923076923,0.375,0.4406779661016951,-10.81081081081081
0.365079365079365,0.28205128205128205,0.375,0.4406779661016951,-15.909090909090908
0.9682539682539683,0.717948717948718,1.0,0.14689265536723184,-1.282051282051282
0.4285714285714285,0.5641025641025641,0.875,0.8192090395480225,7.575757575757576
0.23809523809523803,0.2435897435897436,0.875,0.8192090395480225,-2.4390243902439024
0.12698412698412698,0.2435897435897436,0.375,0.8361581920903958,14.634146341463413
0.06349206349206349,0.051282051282051266,0.75,0.5310734463276838,0.0
0.47619047619047616,0.33333333333333337,0.75,0.5310734463276838,-4.166666666666666
0.9047619047619048,0.8846153846153845,0.875,0.4576271186440679,3.296703296703297
0.8730158730158729,0.641025641025641,0.875,0.8192090395480225,6.944444444444445
0.3015873015873015,0.2948717948717948,0.875,0.8192090395480225,-11.11111111111111
0.23809523809523803,0.28205128205128205,1.0,0.14689265536723184,9.090909090909092
0.7777777777777778,0.6794871794871794,0.375,0.8361581920903958,-9.333333333333334
0.7142857142857143,0.782051282051282,0.875,0.8192090395480225,-10.843373493975903
0.5079365079365079,0.5,0.875,0.4576271186440679,11.475409836065573
0.0,0.11538461538461536,1.0,0.14689265536723184,29.03225806451613
0.25396825396825395,0.2564102564102564,0.875,0.4576271186440679,-9.523809523809524
0.6031746031746031,0.6025641025641025,1.0,0.14689265536723184,14.492753623188406
0.888888888888889,0.782051282051282,0.0,0.10169491525423746,14.457831325301203
0.46031746031746035,0.41025641025641024,0.375,0.8361581920903958,0.0
0.4444444444444444,0.34615384615384615,0.0,0.10169491525423746,-2.0408163265306123
0.3492063492063492,0.39743589743589747,1.0,1.0,-9.433962264150944
0.7936507936507936,0.6794871794871794,0.25,0.0,-4.0
0.6984126984126983,0.6153846153846153,0.375,0.4406779661016951,-2.857142857142857
0.8095238095238094,0.717948717948718,1.0,1.0,-8.974358974358974
0.09523809523809523,0.23076923076923073,0.375,0.8361581920903958,5.0
0.888888888888889,0.717948717948718,1.0,1.0,1.282051282051282
0.5238095238095238,0.6538461538461539,0.25,0.0,8.21917808219178
0.8730158730158729,0.6666666666666666,0.625,0.26553672316384214,-1.3513513513513513
0.9682539682539683,0.923076923076923,0.625,0.26553672316384214,0.0
0.11111111111111105,0.26923076923076916,0.875,0.4576271186440679,-2.3255813953488373
0.7301587301587301,0.7435897435897435,1.0,1.0,3.75
0.1428571428571429,0.33333333333333337,1.0,0.14689265536723184,18.75
0.2222222222222222,0.11538461538461536,0.75,0.5310734463276838,-12.903225806451612
0.12698412698412698,0.16666666666666663,0.375,0.4406779661016951,-20.0
0.46031746031746035,0.4358974358974359,0.625,0.26553672316384214,3.571428571428571
0.2063492063492064,0.28205128205128205,1.0,1.0,9.090909090909092
0.7936507936507936,0.5897435897435898,0.375,0.4406779661016951,10.294117647058822
0.4126984126984127,0.39743589743589747,0.75,0.5310734463276838,3.7735849056603774
0.5873015873015873,0.423076923076923,0.75,0.5310734463276838,5.454545454545454
0.6984126984126983,0.717948717948718,0.75,0.5310734463276838,7.6923076923076925
0.5873015873015873,0.5384615384615384,0.375,0.8361581920903958,-12.5
0.06349206349206349,0.16666666666666663,0.0,0.10169491525423746,5.714285714285714
0.0,0.2564102564102564,0.875,0.4576271186440679,4.761904761904762
0.5396825396825397,0.5897435897435898,0.375,0.4406779661016951,-17.647058823529413
0.6666666666666666,0.6666666666666666,0.875,0.4576271186440679,-10.81081081081081
0.39682539682539686,0.39743589743589747,0.625,0.26553672316384214,-11.320754716981133
0.492063492063492,0.641025641025641,0.625,0.26553672316384214,-4.166666666666666
0.5873015873015873,0.5512820512820512,1.0,1.0,1.5384615384615385
0.8571428571428571,0.8205128205128204,0.375,0.8361581920903958,-4.651162790697675
0.8412698412698413,0.8333333333333334,0.875,0.4576271186440679,-11.494252873563218
0.2063492063492064,0.2948717948717948,0.0,0.10169491525423746,-4.444444444444445
0.015873015873015872,0.1282051282051282,0.875,0.4576271186440679,9.375
0.12698412698412698,0.08974358974358976,1.0,0.14689265536723184,-10.344827586206897
0.2063492063492064,0.3205128205128205,1.0,1.0,10.638297872340425
0.5714285714285713,0.5641025641025641,0.625,0.26553672316384214,-7.575757575757576
0.4126984126984127,0.5384615384615384,1.0,0.14689265536723184,10.9375
0.7142857142857143,0.6538461538461539,0.875,0.4576271186440679,0.0
0.8412698412698413,0.9102564102564102,0.75,0.5310734463276838,-2.1505376344086025
0.9682539682539683,0.8461538461538461,0.625,0.26553672316384214,12.5
0.6031746031746031,0.641025641025641,0.875,0.4576271186440679,-4.166666666666666
0.38095238095238093,0.423076923076923,0.875,0.8192090395480225,5.454545454545454
0.09523809523809523,0.20512820512820512,0.875,0.4576271186440679,-5.263157894736842
0.25396825396825395,0.21794871794871795,0.375,0.8361581920903958,17.94871794871795
0.04761904761904756,0.08974358974358976,0.375,0.8361581920903958,17.24137931034483
0.19047619047619047,0.2948717948717948,0.875,0.4576271186440679,0.0
0.888888888888889,0.7051282051282051,0.375,0.4406779661016951,2.5974025974025974
0.031746031746031744,0.0,0.375,0.4406779661016951,-9.090909090909092
0.2222222222222222,0.3717948717948718,0.375,0.4406779661016951,-9.803921568627452
0.9841269841269841,0.8846153846153845,0.375,0.8361581920903958,3.296703296703297
0.8412698412698413,0.7948717948717948,0.625,0.26553672316384214,14.285714285714285
0.06349206349206349,0.0641025641025641,0.875,0.4576271186440679,7.4074074074074066
0.9682539682539683,0.9999999999999999,1.0,1.0,-4.0
0.4444444444444444,0.47435897435897434,1.0,0.14689265536723184,1.694915254237288
0.5714285714285713,0.6025641025641025,1.0,1.0,-8.695652173913043
0.8730158730158729,0.8333333333333334,0.875,0.4576271186440679,11.494252873563218
0.634920634920635,0.5384615384615384,0.0,0.10169491525423746,-6.25
0.6984126984126983,0.6538461538461539,0.875,0.8192090395480225,0.0
0.17460317460317454,0.2435897435897436,0.25,0.0,0.0
0.9841269841269841,0.8205128205128204,0.375,0.8361581920903958,-2.3255813953488373
0.33333333333333337,0.34615384615384615,0.0,0.10169491525423746,18.367346938775512
0.8095238095238094,0.8461538461538461,0.25,0.0,-1.1363636363636365
0.6031746031746031,0.6666666666666666,0.625,0.26553672316384214,0.0
0.8730158730158729,0.8461538461538461,0.75,0.5310734463276838,-1.1363636363636365
0.5873015873015873,0.5256410256410257,0.625,0.26553672316384214,-6.349206349206349
0.25396825396825395,0.41025641025641024,0.0,0.10169491525423746,-24.074074074074073
0.25396825396825395,0.20512820512820512,0.625,0.26553672316384214,7.894736842105263
0.15873015873015872,0.34615384615384615,1.0,0.14689265536723184,-4.081632653061225
0.7936507936507936,0.717948717948718,0.0,0.10169491525423746,-3.8461538461538463
0.015873015873015872,0.17948717948717946,0.75,0.5310734463276838,0.0
0.2222222222222222,0.2435897435897436,0.625,0.26553672316384214,-7.317073170731707
0.634920634920635,0.6538461538461539,0.0,0.10169491525423746,1.36986301369863
0.031746031746031744,0.23076923076923073,1.0,0.14689265536723184,-7.5
0.6984126984126983,0.6923076923076923,0.375,0.8361581920903958,-3.9473684210526314
0.031746031746031744,0.11538461538461536,1.0,0.14689265536723184,-12.903225806451612
0.365079365079365,0.26923076923076916,1.0,0.14689265536723184,-11.627906976744185
0.5238095238095238,0.5512820512820512,0.25,0.0,7.6923076923076925
0.39682539682539686,0.4487179487179487,1.0,1.0,1.7543859649122806
0.9365079365079364,0.9615384615384616,0.875,0.4576271186440679,-9.278350515463918
0.5396825396825397,0.4487179487179487,0.0,0.10169491525423746,8.771929824561402
0.1428571428571429,0.15384615384615385,0.375,0.8361581920903958,5.88235294117647
0.4285714285714285,0.423076923076923,0.0,0.10169491525423746,18.181818181818183
0.015873015873015872,0.08974358974358976,0.0,0.10169491525423746,-10.344827586206897
0.7936507936507936,0.7948717948717948,0.875,0.8192090395480225,1.1904761904761905
0.11111111111111105,0.14102564102564102,0.375,0.8361581920903958,27.27272727272727
0.25396825396825395,0.3076923076923077,1.0,0.14689265536723184,0.0
0.2063492063492064,0.3717948717948718,0.0,0.10169491525423746,-11.76470588235294
0.19047619047619047,0.26923076923076916,0.375,0.4406779661016951,16.27906976744186
0.19047619047619047,0.23076923076923073,0.375,0.8361581920903958,15.0
0.2222222222222222,0.21794871794871795,0.875,0.4576271186440679,17.94871794871795
0.7142857142857143,0.8717948717948717,0.25,0.0,0.0
0.5714285714285713,0.5512820512820512,1.0,0.14689265536723184,-13.846153846153847
0.3492063492063492,0.4358974358974359,0.625,0.26553672316384214,-1.7857142857142856
0.5238095238095238,0.5384615384615384,1.0,1.0,-9.375
0.04761904761904756,0.14102564102564102,0.25,0.0,18.181818181818183
0.5555555555555555,0.4871794871794871,0.875,0.4576271186440679,-1.6666666666666667
0.31746031746031744,0.33333333333333337,0.625,0.26553672316384214,4.166666666666666
0.5714285714285713,0.6282051282051282,0.375,0.4406779661016951,-7.042253521126761
0.7301587301587301,0.717948717948718,0.25,0.0,-2.564102564102564
0.15873015873015872,0.1923076923076923,1.0,0.14689265536723184,-18.91891891891892
0.6031746031746031,0.6538461538461539,0.375,0.8361581920903958,-4.10958904109589
0.5555555555555555,0.5128205128205128,1.0,0.14689265536723184,-9.67741935483871
0.06349206349206349,0.15384615384615385,0.625,0.26553672316384214,-11.76470588235294
0.015873015873015872,0.21794871794871795,0.375,0.8361581920903958,5.128205128205128
0.47619047619047616,0.4358974358974359,0.75,0.5310734463276838,3.571428571428571
0.46031746031746035,0.4358974358974359,0.25,0.0,-14.285714285714285
0.33333333333333337,0.3717948717948718,0.375,0.4406779661016951,-3.9215686274509802
0.015873015873015872,0.11538461538461536,0.75,0.5310734463276838,9.67741935483871
0.5396825396825397,0.5512820512820512,0.375,0.8361581920903958,10.76923076923077
0.5396825396825397,0.5512820512820512,0.375,0.4406779661016951,15.384615384615385
0.015873015873015872,0.15384615384615385,0.875,0.8192090395480225,0.0
0.8095238095238094,0.5897435897435898,0.0,0.10169491525423746,0.0
0.6984126984126983,0.6923076923076923,1.0,1.0,0.0
0.9365079365079364,0.7692307692307693,0.375,0.8361581920903958,-9.75609756097561
0.8730158730158729,0.7692307692307693,0.875,0.4576271186440679,-10.975609756097562
0.04761904761904756,0.038461538461538436,1.0,1.0,16.0
0.09523809523809523,0.051282051282051266,0.375,0.8361581920903958,50.0
